# MALHEUR (0.5.4) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009-2012 Konrad Rieck (konrad@mlsec.org)
# University of Goettingen, Berlin Institute of Technology
# ---
# Prototypes for reference_mist.tar.gz
# Number of prototypes: 332
# Compression of prototypes: 10.6 %
# Precision of prototypes: 94.7 %
# ---
# <report> <prototype> <distance>
refset/df4406a4eef2bcf5101be04054ba7975fdd3f2b8.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.368251
refset/df4a0f30300f12e4bdea29a950b141c302aa6eb1.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.513056
refset/df5030743754a0dac807619bc9343750d562e688.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/df9d120746c2714f5ab794e8096e3aebb27d0cd4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.374065
refset/dfa4799cca900f1ecca2fa9cbe9fa2604684b36d.POISON refset/0b7b32415df593b488d20311c1f96496142e61ff.POISON 0.413376
refset/dfb4479a2fa405a8b316fcfd826ffeff25377a93.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.528649
refset/dfbc55d65ecf1996a9b1aa6d4c1811d85e960e56.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.579452
refset/e01bb02abc58161157dbbc9fdd0ae60606cc46ff.FLYSTUDIO refset/3671aa34dd5cadf206848a2f8cabb19c47de13d9.FLYSTUDIO 0.386618
refset/e03eb180d46472fc77d903b72748d5191f3d50e5.SALITY refset/c4bd721e688ad33ec5899c0b446ce76cbe89505e.SALITY 0.532268
refset/e04ed0e9c064b0c612bc47c8460c0d5c788ddba4.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/e07a79e7d2535fef9a3bdfff0411e04498209f47.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/e0930e03140576b331220e1c1e7ac576202acd2e.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/e0945a0eef9f9b010780cfa920223b2102b3d542.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.519859
refset/e094b8a702cb2507a948e9bfa2224a833b6a8731.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/e0c6958b68f3fa5133e9d59743159ddeacd81e4f.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.506332
refset/e0c7dfedcbeb9f603c20a35f076c107f9ad2da43.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/e0d9738db0f9acb1f5e1dd33a8ba37bd054bc890.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.483371
refset/e0f1f6ac29b88798e071d9a8d963ec5a611017ee.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.306318
refset/e1009e5063c3799d6ca912f7304d803d163d3a4a.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/e113a0362616ae77cb0a0a06b633ed15f14a10f8.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.315427
refset/e11cf19016a2fdab3cc5c539738a2b9e1a2a8110.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.470412
refset/e169d6f20a2245f561be391fd10eb490920c455a.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.558788
refset/e1aa74c0e7d5dc8c60b7bd4fb2e2831cc2bbc865.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.340624
refset/e1ab0dce6b9687dd8f91541e58f6d3ad4ab22c20.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.317558
refset/e1af6737c037129b2b9bb91def23ebec832126c4.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138746
refset/e1b27d42b67f10d8f10867787b00e79c13845a99.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.483681
refset/e1b7c2e8b736c12ee00427f74101937058b57308.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/e1b94ea69fc5c8579974feff006020e72cd1a409.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.256568
refset/e1c6d9a3d40fc71c60c62d43c610e7ed5fb7a680.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.352716
refset/e1ecd5df4128c5b721e0991868e9d41f3f3bbd5f.FLYSTUDIO refset/3671aa34dd5cadf206848a2f8cabb19c47de13d9.FLYSTUDIO 0.564635
refset/e214e3308e9baf9ad113c2c015d1340641fbe542.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/e2240ce6ee20605a5d7b97c06c39b5c1f9230c4d.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.363308
refset/e239014126b293c2c451bec014d323b02a15ac75.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.130443
refset/e23fa98b4374d9f634ef1776bc41415910222e72.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/e251a8c0444b377c04b859f51775441c9306a6fe.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.512753
refset/e25d76f619d32fa2145602a67ce713958b6de6c5.ALLAPLE refset/e25d76f619d32fa2145602a67ce713958b6de6c5.ALLAPLE 0
refset/e267561972d6ab3c92e89160ed7701abbec57cfe.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.473552
refset/e26ea2641dc0c6494fbee7336f1e17788bc65280.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/e2762fa14c63b7dfed90550f0f0eb441465671de.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.35528
refset/e2e17fa39e8543605eeaf82987e815e2e99a9bac.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.282243
refset/e2f4a9b1faf7101bd9aec8f5439a250b22f94359.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.298214
refset/e301d917ced02ccaa4ca34656e7056811a74043f.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.374035
refset/e30333391479f47d751c31ea79536afa83313616.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.458965
refset/e3136caf1828b943e87e5f04909095008a0df852.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.29513
refset/e316746a69de2fc73fa6df46a1c13a5de7f0a48b.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.31047
refset/e3175a83ce729772ae0476561814956649a1b01d.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.508446
refset/e3246684a397e8eef6c34a37d222ba003a2fe7ce.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/e33f9437cb3d341e5903e13e1ceea48563a198b2.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.339427
refset/e3445f7d0e6ddde7b67f0ff86420e29daa7485dd.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/e356d63b30d2c88236ed91883578217479a4a24c.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e35a429af9d56dc0d4517a9c401a8a1363fb059d.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/e3766bb61cfc6b2b08ca2e415f9fed61f206da17.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.272727
refset/e37773eb92776a76dae42790b7759fe3099e32eb.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.317558
refset/e38c1f193c6cf263a95a196e96aec35764f793d8.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e39ff9a334ecf8595a8ddae7a5535c0ebd254194.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/e3a40f4bc083ecd5a7631d1b2c32b8f589ff6387.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.448661
refset/e3a66a969debc2289196cc4ffeffc97427ec09e6.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/e3c549c7d0e0eb83bf635c35f1e593e5a94e70ac.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/e3c629e97ccee870774b35762b3cd978cada4e00.FLYSTUDIO refset/e3c629e97ccee870774b35762b3cd978cada4e00.FLYSTUDIO 0.000282184
refset/e3c92db01455abe5f54255b7c892d3e05b9f2969.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/e3c95b11a090a31c18faf4f551da046cef11b4aa.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/e3cc7834d87016d3e82de37d087ff768458a4253.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.565966
refset/e3d0b3f8800b13303d0dfb546951d0f7440185df.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/e3d5642a590f4eb70c08025c64f3638226a70a26.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.521772
refset/e3edd5ac3a889b818beaf19f77fce7adc63cbca9.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e3f4481f31e6f06ab7772106f444231aa1bf0151.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.519107
refset/e415851ffa31918fd8b6fc73520f8a2e9b07072c.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.326215
refset/e45510f62631974db740b729c16c44cce8629be0.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.311576
refset/e458fd4ab551ae98dedbcf4899e7880ad2309240.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.274811
refset/e45e1dcc6f0277439184101b4d12736ad8b55bd8.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.500243
refset/e4756e3a0768ed2fbab790b5483605c1715489f0.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.117882
refset/e4b014446deef494e1a6773f0f9b7376e5efa235.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e4b39232dbf8c1f9415017a91b74a4212d7faa5f.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/e4e1ed50e7eebf0d38ffb883974167bc5d95bd10.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.146317
refset/e4e352aaaaa83c244ffe9fa1cbecad7ca214a30a.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.311653
refset/e525b2ac95c11ed311535f6713abdb822b32a63e.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/e54035fb432c232b06740f6575bfc1568c041b7c.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/e54ab18cc0454ca684cadde0b3a2d8ae03053169.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/e584b74fbe225d7a2ae9809b7f3e73f6d71450a3.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/e5876f8c1ea9292f94f1c57a72d3a30f70dd7f94.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/e597357b8174372a1123de8dadb1a66f072eaaa5.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.421424
refset/e5a50e92153e3e32e162def042804305f79c7ece.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e5b4ad50d1f6c32cdf2bff3b975029be76443b6f.VIKING_DZ refset/e5b4ad50d1f6c32cdf2bff3b975029be76443b6f.VIKING_DZ 0
refset/e5bac4fc2b48b98c1328ae67177e62ec3e0e5331.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.321738
refset/e5be163cf58a991d6cfadf41479d5403b1efa02f.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.324066
refset/e5bfd55fd19550361910096a255e92542efbc713.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.513998
refset/e5c0a0f300932c174338061aa470382cf9c86244.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.327387
refset/e5d4f022f55841a5f77f7df4f6ca0b54cc9ff3c5.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e5e44547044796b64fcb30c216167ac8238810cb.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/e5e857dbd13d1f83e33786870f77d1c4b7107d32.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.585851
refset/e607cb2a1bb6eb4c6bee1e145ff4c20a5bac420f.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.389941
refset/e60f0616bed69882b885109ddd16e2f22c8894b6.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/e6419ee4a86be48b1a0f216b4e6d210e018bb130.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.453353
refset/e655dc79c8a5cc0a4bb34c44d327686b40dd0af7.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.300827
refset/e655fe25e8175e565ec8dca720f623beaa7894c5.LOOPER refset/e655fe25e8175e565ec8dca720f623beaa7894c5.LOOPER 0
refset/e666033f84097d8c5a2cef9678dffd805074cf07.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.554402
refset/e686e858e56e9031e824cb1ce68e3b96d2eb175a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e6ba285932bf0fbdcb66fb10cda129b1bd0d10ab.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.322798
refset/e6d146f9f4528a6ecff0d71c4050866847445dfd.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.37979
refset/e6e80798e3876f19e47e08003b739cb309e49d30.POISON refset/0b7b32415df593b488d20311c1f96496142e61ff.POISON 0.438593
refset/e6ebca543e44ea5c4d658fc88bf4c88345183fa4.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.313864
refset/e7250d65e300bcf2aac50df2849bc64f5931509f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e72643cdb52c0f8c8e26c85ba6fabccf09fd9d76.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.453353
refset/e73115fdaf54c6e895e129e2a880af8e475f105b.LOOPER refset/e73115fdaf54c6e895e129e2a880af8e475f105b.LOOPER 8.63167e-05
refset/e7767344c2f6482c156424b92644353541da2e8a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e798b7e22030d7de6f788dd8227eb859f931d95e.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.494267
refset/e79a06a9f538ab02265bc8a0d32ba0a0a3bcc197.POISON refset/58436962e792df19623b2d8984711673ab885fe9.POISON 0.627408
refset/e7a01c38aa4f2a8b9028ff7d55646131caa0e295.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.347529
refset/e7caa36d2e581db49550ac833f474ff9e5ffa5db.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/e7d7769def440ea19e2e00db20de91b265e9768c.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.307091
refset/e7ff0a923d1e1d6005eba623ff38ca9d22b1d2ba.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.146177
refset/e802c4896c568e57f6231e013bd1f174105afab6.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/e8160844ffd131120595071dab423ff4a1fe9272.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/e8180b779b956859606ce99498e10f7269548dcf.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.491779
refset/e81afa1225dac9f53fc9d58870253e216038a9bd.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/e83e6e84887bec5ea4a80b5cec3729c1a38d9fee.LOOPER refset/e83e6e84887bec5ea4a80b5cec3729c1a38d9fee.LOOPER 0.000327265
refset/e8474093dde986e0b642fd872a65c0e7a5cbfbb9.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.152016
refset/e84e1d389cd42c4bed10e99bc6a798dce4af7a29.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e85e0b61453faafa8d3575cf023be30ede704269.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.325594
refset/e8aa154480e815f1b20952fd2346ead0cfba9c4e.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.347529
refset/e8c05759339f52335f033df9e354b2b52c8590f9.LDPINCH refset/c9cd66d003dbf237d295c02903adf7a6f2b768cc.VIRUT 0.45739
refset/e8c2721120a389f3f7afa8f8a2de5d8200519fac.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.499474
refset/e8d18d9ad459697f14a79bcd557579d698358815.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.000341197
refset/e90881c9c471322d01b0054fedba13a436c1d1c1.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/e9250e8149678ec9c29b61eda1940612d87c20f4.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/e92c038d13931ac41e36886bbc18afb777faea15.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/e935e0fd28fce685539ec630aa9af0a264abcea3.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/e93fcf7ca0b7f78d68cc46c1857af82b3c086e03.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.328243
refset/e9407ce7c1f42cd51304c076d7a1a358b756c14c.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.126685
refset/e9b917c5b1fc4477ba6c96eea9be78e73c3e8d36.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/e9ed1eff8b15338899da14611e7b279a17b24f72.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.301743
refset/e9eec7aaf6e9a7f2f36b07985260eb212a1019fe.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.540069
refset/e9f005ac9e8df10fa5a16de6c47581bd7066e16f.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.307247
refset/e9fbe928d8177157d2cdf9418eee3898426cc661.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/ea59cc023a09a2c0d5c119643864c93f6cc34e01.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.524576
refset/ea69b0e1295df1d1f72599512011cc6b7a540308.SALITY refset/ea69b0e1295df1d1f72599512011cc6b7a540308.SALITY 0
refset/ea708c0f6a9447281ab3de179210a1084d871b45.ZHELATIN refset/ea708c0f6a9447281ab3de179210a1084d871b45.ZHELATIN 0
refset/ea97df631d4bc99e5c8bcf69b70ac4b0cf5c4677.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.518483
refset/ea9f75ec1c063186f32e597620b57cc6e139cab0.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.457415
refset/eaca1310254823a4c81fd235c2b1671bd660c722.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.335341
refset/eacd689a896602c77449da16425fd2e2ff38ef05.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/eae31f3941bd03956818549451071b72114ab11d.LOOPER refset/eae31f3941bd03956818549451071b72114ab11d.LOOPER 0
refset/eb2a79b1ac15f9826183fd0e126052a839633c13.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.317558
refset/eb3c23fa09b57a4c267c017195fe8a178b3123e9.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.319678
refset/eb8f7db5b0de2d3989312aeb71c0ff6568ae247f.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.311583
refset/ebb80a3c926ac6ff23086fa73726f399f0483238.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.50607
refset/ebbc05e25cef48d6abe9ed8e71d26ffb00a2f0c6.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.143435
refset/ebc581fff23f9498f732acd146c26c847b052bdf.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ebd9d1e5418420d6d229bd9ef59d421af1b0599a.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.290583
refset/ebe2b13ba47ac1ac7cf6e3c76bc0065767929c88.LOOPER refset/ebe2b13ba47ac1ac7cf6e3c76bc0065767929c88.LOOPER 0
refset/ec191d106250677961d4707e528f159bb03c799b.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.583268
refset/ec1a09dddf68bb221d68cc437f2ee55d454c6c70.LDPINCH refset/c9cd66d003dbf237d295c02903adf7a6f2b768cc.VIRUT 0.45739
refset/ec406a175a4d026b93bf8e6dced3ce89cc661069.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.518435
refset/ec42c11da699713388cdc9e9fd122314818d2e64.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/ec50dd0d7b6fb889ce79c2cefb67588001a62284.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.495343
refset/ec60bfe1d5ce2543a5c793f1d06675505fe03312.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.506476
refset/ec688a070c0a64a1b57c0d4e183f9dea9f1550c0.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.130443
refset/ec704060087fa19aa6af87b1a62cbe6f857eda57.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ec70921d8975ed7ccd3fb6cec7a5393966064232.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.327794
refset/ec78184e35fca3c199d3d05569419bdb2b909b15.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/ec7ab1a34893baac19709ae86c387c9f4b1f54a4.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.320589
refset/ec84f7a36b4592919be0b1710738b29e22c35f18.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.123775
refset/eca0caaeb3dd5edb6a2964f1bc11e2b67d12f70a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ecb6946a180c722aa4ddc15b8f029c38c0035509.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/ecdea506f19a19c4a9b71c6f5af35459f40d6690.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/ecdf71581f28a4bbec8acd62f31cd1f95a0b621c.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/ece00ba2f36baef81740379b1f6463fd779ac2af.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.332892
refset/ed067321ac389e00821bd8c7ede4ecbea12708b6.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.458965
refset/ed257ed4abf4ddf25836c6a6bb8dc96921064f0d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.156875
refset/ed2dc2bf7011003b3e01f9de40ee69ad227fe6ac.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.32571
refset/ed42a056e8c7acf0f176765da394a52baae17c64.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.44484
refset/ed60dc1907c538914cf035b6e7b51c2892361ab4.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/ed71bc91b87e6dea37e639049379443c7ae254b3.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.243095
refset/ed90c4c839da3425a72d11fcfba322bb9eb7125f.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.33456
refset/edbb71bda37a3ea454be261f69f24050e9c112e4.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.439323
